name,artist,release_date,popularity,id,genres,danceability,energy,valence,speechiness,acousticness,instrumentalness,liveness,loudness,mode,key,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Fireflies,Owl City,1/1/2009,79,3DamFFqW32WihKkTVlwTYQ,"['indietronica', 'pop']",0.512,0.662,0.472,0.0439,0.0275,0,0.118,-6.797,1,3,180.114,audio_features,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
Pursuit Of Happiness (Nightmare),Kid Cudi,9/15/2009,72,5iSEsR6NKjlC9SrIJkyL3k,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.63,0.605,0.266,0.0414,0.484,9.29E-05,0.298,-8.951,1,0,115.277,audio_features,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/tracks/5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/audio-analysis/5iSEsR6NKjlC9SrIJkyL3k,295293,4
Big Black Car,Gregory Alan Isakov,1/1/2009,76,3Kj2EWpIBnvETsYq4cq0IH,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",0.6,0.186,0.468,0.0317,0.909,0.00102,0.104,-15.926,1,3,110.044,audio_features,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,https://api.spotify.com/v1/tracks/3Kj2EWpIBnvETsYq4cq0IH,https://api.spotify.com/v1/audio-analysis/3Kj2EWpIBnvETsYq4cq0IH,217467,4
Replay,Iyaz,8/11/2009,73,5vlEg2fT4cFWAqU5QptIpQ,"['dance pop', 'pop rap', 'post-teen pop']",0.706,0.751,0.195,0.0708,0.173,0,0.168,-6.323,1,9,91.031,audio_features,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/tracks/5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ,182307,4
Little Lion Man,Mumford & Sons,10/2/2009,71,4B4vB3oB8csotplfoQcAd6,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",0.52,0.496,0.496,0.0271,0.0234,2.05E-05,0.0905,-8.121,1,5,138.81,audio_features,spotify:track:4B4vB3oB8csotplfoQcAd6,https://api.spotify.com/v1/tracks/4B4vB3oB8csotplfoQcAd6,https://api.spotify.com/v1/audio-analysis/4B4vB3oB8csotplfoQcAd6,247002,4
Pursuit Of Happiness (Nightmare),Kid Cudi,1/1/2009,71,6MtKObWYda2qnNIpJI21uD,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.63,0.605,0.266,0.0414,0.484,9.29E-05,0.298,-8.951,1,0,115.277,audio_features,spotify:track:6MtKObWYda2qnNIpJI21uD,https://api.spotify.com/v1/tracks/6MtKObWYda2qnNIpJI21uD,https://api.spotify.com/v1/audio-analysis/6MtKObWYda2qnNIpJI21uD,295293,4
Forever,Drake,5/15/2009,75,5UsLjwBaTHBX4ektWIr4XX,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.457,0.906,0.54,0.342,0.249,0,0.182,-2.278,0,5,104.02,audio_features,spotify:track:5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/tracks/5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/audio-analysis/5UsLjwBaTHBX4ektWIr4XX,357707,5
Neon Moon,Brooks & Dunn,9/8/2009,72,3EUl8M6SzxZl03NPkB8mUd,"['contemporary country', 'country', 'country road']",0.698,0.632,0.458,0.0247,0.554,0,0.118,-6.508,1,9,102.408,audio_features,spotify:track:3EUl8M6SzxZl03NPkB8mUd,https://api.spotify.com/v1/tracks/3EUl8M6SzxZl03NPkB8mUd,https://api.spotify.com/v1/audio-analysis/3EUl8M6SzxZl03NPkB8mUd,263760,4
1901,Phoenix,5/25/2009,73,1Ug5wxoHthwxctyWTUMGta,"['alternative dance', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave', 'rock independant francais', 'shimmer pop']",0.59,0.829,0.704,0.0419,0.0601,3.99E-05,0.19,-5.649,1,0,144.099,audio_features,spotify:track:1Ug5wxoHthwxctyWTUMGta,https://api.spotify.com/v1/tracks/1Ug5wxoHthwxctyWTUMGta,https://api.spotify.com/v1/audio-analysis/1Ug5wxoHthwxctyWTUMGta,193107,4
Telephone,Lady Gaga,8/5/2009,72,7rl7ao5pb9BhvAzPdWStxi,"['art pop', 'dance pop', 'pop']",0.825,0.832,0.713,0.0403,0.00587,0.000789,0.114,-5.853,0,5,122.021,audio_features,spotify:track:7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/tracks/7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/audio-analysis/7rl7ao5pb9BhvAzPdWStxi,220627,4
Little Bit (feat. Lykke Li),Drake,2009,73,524wvipGqxPKYWxkjf9y46,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.758,0.888,0.771,0.0374,0.0999,0.0336,0.661,-4.899,0,11,120.392,audio_features,spotify:track:524wvipGqxPKYWxkjf9y46,https://api.spotify.com/v1/tracks/524wvipGqxPKYWxkjf9y46,https://api.spotify.com/v1/audio-analysis/524wvipGqxPKYWxkjf9y46,230484,4
Memories (feat. Kid Cudi),David Guetta,8/21/2009,69,4dTaAiV9xFFCxnPur9c9yL,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.561,0.87,0.498,0.343,0.0015,2.82E-06,0.246,-6.103,1,8,129.98,audio_features,spotify:track:4dTaAiV9xFFCxnPur9c9yL,https://api.spotify.com/v1/tracks/4dTaAiV9xFFCxnPur9c9yL,https://api.spotify.com/v1/audio-analysis/4dTaAiV9xFFCxnPur9c9yL,210093,4
The Cave,Mumford & Sons,10/2/2009,70,3vUn7FE3ZaQgJmkhIrIirF,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",0.594,0.51,0.368,0.0383,0.047,7.27E-05,0.0959,-9.621,1,4,141.979,audio_features,spotify:track:3vUn7FE3ZaQgJmkhIrIirF,https://api.spotify.com/v1/tracks/3vUn7FE3ZaQgJmkhIrIirF,https://api.spotify.com/v1/audio-analysis/3vUn7FE3ZaQgJmkhIrIirF,217984,4
I Will Not Bow,Breaking Benjamin,1/1/2009,71,2yXyz4NLTZx9CLdXfLTp5E,"['alternative metal', 'nu metal', 'post-grunge']",0.533,0.955,0.55,0.0653,0.000165,1.36E-05,0.38,-3.708,1,8,107.984,audio_features,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,https://api.spotify.com/v1/tracks/2yXyz4NLTZx9CLdXfLTp5E,https://api.spotify.com/v1/audio-analysis/2yXyz4NLTZx9CLdXfLTp5E,216733,4
Obsessed,Mariah Carey,9/29/2009,69,3IcIIZMMS7UArJJPtEHXG8,"['dance pop', 'pop', 'urban contemporary']",0.742,0.468,0.369,0.0625,0.0465,0,0.826,-5.557,0,10,86.443,audio_features,spotify:track:3IcIIZMMS7UArJJPtEHXG8,https://api.spotify.com/v1/tracks/3IcIIZMMS7UArJJPtEHXG8,https://api.spotify.com/v1/audio-analysis/3IcIIZMMS7UArJJPtEHXG8,242200,4
Rude Boy,Rihanna,11/20/2009,79,60jzFy6Nn4M0iD1d94oteF,"['barbadian pop', 'pop', 'urban contemporary']",0.563,0.75,0.812,0.127,0.113,0,0.0788,-4.496,1,11,173.906,audio_features,spotify:track:60jzFy6Nn4M0iD1d94oteF,https://api.spotify.com/v1/tracks/60jzFy6Nn4M0iD1d94oteF,https://api.spotify.com/v1/audio-analysis/60jzFy6Nn4M0iD1d94oteF,222920,4
Secrets,OneRepublic,1/1/2009,77,1NhPKVLsHhFUHIOZ32QnS2,"['piano rock', 'pop']",0.516,0.764,0.376,0.0366,0.0717,0,0.115,-6.223,1,2,148.021,audio_features,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,https://api.spotify.com/v1/tracks/1NhPKVLsHhFUHIOZ32QnS2,https://api.spotify.com/v1/audio-analysis/1NhPKVLsHhFUHIOZ32QnS2,224693,4
Boot Scootin' Boogie,Brooks & Dunn,9/8/2009,71,7Fq9RwQxSn3kW85PrDUf0M,"['contemporary country', 'country', 'country road']",0.656,0.817,0.862,0.0435,0.22,0,0.304,-4.296,0,11,130.448,audio_features,spotify:track:7Fq9RwQxSn3kW85PrDUf0M,https://api.spotify.com/v1/tracks/7Fq9RwQxSn3kW85PrDUf0M,https://api.spotify.com/v1/audio-analysis/7Fq9RwQxSn3kW85PrDUf0M,198227,4
Day 'N' Nite (nightmare),Kid Cudi,9/15/2009,69,5FEXPoPnzueFJQCPRIrC3c,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.871,0.44,0.799,0.0761,0.499,4.15E-06,0.114,-6.25,0,11,137.996,audio_features,spotify:track:5FEXPoPnzueFJQCPRIrC3c,https://api.spotify.com/v1/tracks/5FEXPoPnzueFJQCPRIrC3c,https://api.spotify.com/v1/audio-analysis/5FEXPoPnzueFJQCPRIrC3c,221267,4
Meet Me Halfway,Black Eyed Peas,1/1/2009,70,6wOYnPq1hPihRepcDClPUw,"['dance pop', 'pop', 'pop rap']",0.798,0.629,0.4,0.0735,0.00474,2.29E-05,0.324,-6.857,0,11,130.002,audio_features,spotify:track:6wOYnPq1hPihRepcDClPUw,https://api.spotify.com/v1/tracks/6wOYnPq1hPihRepcDClPUw,https://api.spotify.com/v1/audio-analysis/6wOYnPq1hPihRepcDClPUw,284373,4
BedRock,Young Money,1/1/2009,71,3iL2l5gUqyPS6vDwJFgJTR,"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.733,0.664,0.557,0.295,0.102,0,0.191,-6.163,1,8,148.005,audio_features,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,288133,4
Fire Burning,Sean Kingston,9/7/2009,73,2oENJa1T33GJ0w8dC167G4,"['dance pop', 'miami hip hop', 'pop']",0.839,0.804,0.888,0.0329,0.0192,0,0.331,-2.513,1,1,122.973,audio_features,spotify:track:2oENJa1T33GJ0w8dC167G4,https://api.spotify.com/v1/tracks/2oENJa1T33GJ0w8dC167G4,https://api.spotify.com/v1/audio-analysis/2oENJa1T33GJ0w8dC167G4,239987,4
Hotel Room Service,Pitbull,8/27/2009,73,0OPyDgTRuIdCJ9B4bYSths,"['dance pop', 'miami hip hop', 'pop']",0.85,0.631,0.738,0.227,0.00684,0.000406,0.0679,-8.401,1,1,126.002,audio_features,spotify:track:0OPyDgTRuIdCJ9B4bYSths,https://api.spotify.com/v1/tracks/0OPyDgTRuIdCJ9B4bYSths,https://api.spotify.com/v1/audio-analysis/0OPyDgTRuIdCJ9B4bYSths,237600,4
Beach Baby,Bon Iver,1/20/2009,73,2LXtyj95dK56ENS1QLt4IB,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",0.669,0.0809,0.0922,0.0365,0.983,0.41,0.114,-17.282,1,0,114.355,audio_features,spotify:track:2LXtyj95dK56ENS1QLt4IB,https://api.spotify.com/v1/tracks/2LXtyj95dK56ENS1QLt4IB,https://api.spotify.com/v1/audio-analysis/2LXtyj95dK56ENS1QLt4IB,160093,3
Big Green Tractor,Jason Aldean,4/7/2009,69,4KAzYqfcijCSZa2P3etHoM,"['contemporary country', 'country', 'country road', 'modern country rock']",0.623,0.59,0.579,0.028,0.646,0,0.295,-5.014,1,4,137.071,audio_features,spotify:track:4KAzYqfcijCSZa2P3etHoM,https://api.spotify.com/v1/tracks/4KAzYqfcijCSZa2P3etHoM,https://api.spotify.com/v1/audio-analysis/4KAzYqfcijCSZa2P3etHoM,204200,4
Dile al Amor,Aventura,6/9/2009,77,2Bhmj4XK33InfhqKPxcJ1v,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",0.825,0.605,0.944,0.0376,0.0764,0,0.314,-9.71,1,11,124.005,audio_features,spotify:track:2Bhmj4XK33InfhqKPxcJ1v,https://api.spotify.com/v1/tracks/2Bhmj4XK33InfhqKPxcJ1v,https://api.spotify.com/v1/audio-analysis/2Bhmj4XK33InfhqKPxcJ1v,229360,4
Sweet Disposition,The Temper Trap,3/24/2009,67,5RoIXwyTCdyUjpMMkk4uPd,"['indietronica', 'modern rock', 'shimmer pop']",0.531,0.821,0.34,0.0439,0.0701,0.171,0.124,-6.812,1,2,129.139,audio_features,spotify:track:5RoIXwyTCdyUjpMMkk4uPd,https://api.spotify.com/v1/tracks/5RoIXwyTCdyUjpMMkk4uPd,https://api.spotify.com/v1/audio-analysis/5RoIXwyTCdyUjpMMkk4uPd,230800,4
The Only Exception,Paramore,9/28/2009,75,7JIuqL4ZqkpfGKQhYlrirs,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",0.452,0.563,0.209,0.0272,0.144,0,0.143,-6.607,1,4,137.715,audio_features,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,https://api.spotify.com/v1/tracks/7JIuqL4ZqkpfGKQhYlrirs,https://api.spotify.com/v1/audio-analysis/7JIuqL4ZqkpfGKQhYlrirs,267653,3
Birthday Sex,Jeremih,1/1/2009,70,4NpDZPwSXmL0cCTaJuVrCw,"['chicago rap', 'pop rap', 'r&b', 'trap', 'urban contemporary']",0.679,0.522,0.445,0.0427,0.297,0,0.151,-5.603,0,7,60.014,audio_features,spotify:track:4NpDZPwSXmL0cCTaJuVrCw,https://api.spotify.com/v1/tracks/4NpDZPwSXmL0cCTaJuVrCw,https://api.spotify.com/v1/audio-analysis/4NpDZPwSXmL0cCTaJuVrCw,226507,4
Sexy Bitch (feat. Akon),David Guetta,8/21/2009,67,0uXO2GrNiIb1xHT9LUdxZE,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.813,0.627,0.801,0.0486,0.0771,0.000616,0.131,-5.018,0,11,130.011,audio_features,spotify:track:0uXO2GrNiIb1xHT9LUdxZE,https://api.spotify.com/v1/tracks/0uXO2GrNiIb1xHT9LUdxZE,https://api.spotify.com/v1/audio-analysis/0uXO2GrNiIb1xHT9LUdxZE,195853,4
Bad Company,Five Finger Death Punch,9/22/2009,68,2KZXCH4npY28gtZKXcB2N8,"['alternative metal', 'groove metal', 'nu metal']",0.558,0.886,0.171,0.0482,0.000595,9.91E-05,0.0904,-4.196,0,11,114.041,audio_features,spotify:track:2KZXCH4npY28gtZKXcB2N8,https://api.spotify.com/v1/tracks/2KZXCH4npY28gtZKXcB2N8,https://api.spotify.com/v1/audio-analysis/2KZXCH4npY28gtZKXcB2N8,262440,4
Home - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,7/7/2009,71,7KWGfnsUU4Ri46TIvjpAPx,"['la indie', 'stomp and holler']",0.53,0.634,0.106,0.0311,0.249,0.000622,0.0979,-5.759,1,2,111.615,audio_features,spotify:track:7KWGfnsUU4Ri46TIvjpAPx,https://api.spotify.com/v1/tracks/7KWGfnsUU4Ri46TIvjpAPx,https://api.spotify.com/v1/audio-analysis/7KWGfnsUU4Ri46TIvjpAPx,306373,4
She Wolf,Shakira,2009,76,4cS2HQ6jK80vqdY9ofpztx,"['colombian pop', 'dance pop', 'latin pop', 'pop']",0.865,0.69,0.867,0.0443,0.285,0.0162,0.225,-7.448,1,7,121.983,audio_features,spotify:track:4cS2HQ6jK80vqdY9ofpztx,https://api.spotify.com/v1/tracks/4cS2HQ6jK80vqdY9ofpztx,https://api.spotify.com/v1/audio-analysis/4cS2HQ6jK80vqdY9ofpztx,188867,4
Rain Is A Good Thing,Luke Bryan,1/1/2009,70,1YhFtqwcN138S6ng3MT1nN,"['contemporary country', 'country', 'country road', 'modern country rock']",0.622,0.932,0.519,0.0498,0.105,2.37E-06,0.328,-4.66,0,11,108.051,audio_features,spotify:track:1YhFtqwcN138S6ng3MT1nN,https://api.spotify.com/v1/tracks/1YhFtqwcN138S6ng3MT1nN,https://api.spotify.com/v1/audio-analysis/1YhFtqwcN138S6ng3MT1nN,176160,4
Right Round,Flo Rida,3/30/2009,77,3GpbwCm3YxiWDvy29Uo3vP,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.72,0.672,0.705,0.0551,0.009,0,0.232,-6.852,1,7,124.986,audio_features,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP,204640,4
You Found Me,The Fray,2/2/2009,74,4IoYz8XqqdowINzfRrFnhi,"['neo mellow', 'piano rock', 'pop', 'pop rock']",0.338,0.803,0.4,0.0413,0.0187,0,0.136,-5.412,0,8,151.994,audio_features,spotify:track:4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/tracks/4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/audio-analysis/4IoYz8XqqdowINzfRrFnhi,241853,4
Sure Thing,Miguel,11/26/2010,88,0JXXNGljqupsJaZsgSbMZV,"['r&b', 'urban contemporary']",0.684,0.607,0.498,0.1,0.0267,0.000307,0.191,-8.127,0,11,81.001,audio_features,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373,4
The Spins,Mac Miller,8/13/2010,82,7FAFkQQZFeNwOFzTrSDFIh,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",0.794,0.766,0.55,0.0377,0.0135,0,0.0785,-3.894,0,9,127.006,audio_features,spotify:track:7FAFkQQZFeNwOFzTrSDFIh,https://api.spotify.com/v1/tracks/7FAFkQQZFeNwOFzTrSDFIh,https://api.spotify.com/v1/audio-analysis/7FAFkQQZFeNwOFzTrSDFIh,195873,4
Just the Way You Are,Bruno Mars,10/5/2010,85,7BqBn9nzAq8spo5e7cZ0dJ,"['dance pop', 'pop']",0.635,0.841,0.424,0.0422,0.0134,0,0.0622,-5.379,1,5,109.021,audio_features,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4
Girl With The Tattoo Enter.lewd,Miguel,11/26/2010,81,1eUGmzzvahJjOSWgDHuRlv,"['r&b', 'urban contemporary']",0.372,0.239,0.127,0.0296,0.856,0.000175,0.168,-11.314,0,6,113.451,audio_features,spotify:track:1eUGmzzvahJjOSWgDHuRlv,https://api.spotify.com/v1/tracks/1eUGmzzvahJjOSWgDHuRlv,https://api.spotify.com/v1/audio-analysis/1eUGmzzvahJjOSWgDHuRlv,102813,4
Duvet,bôa,4/20/2010,84,42qNWdLKCI41S4uzfamhFM,[],0.583,0.888,0.706,0.0349,0.191,4.58E-05,0.0936,-9.414,0,11,93.206,audio_features,spotify:track:42qNWdLKCI41S4uzfamhFM,https://api.spotify.com/v1/tracks/42qNWdLKCI41S4uzfamhFM,https://api.spotify.com/v1/audio-analysis/42qNWdLKCI41S4uzfamhFM,203600,4
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,10/1/2010,78,03tqyYWC9Um2ZqU0ZN849H,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']",0.76,0.595,0.361,0.0391,0.00544,0,0.241,-6.366,1,1,131.497,audio_features,spotify:track:03tqyYWC9Um2ZqU0ZN849H,https://api.spotify.com/v1/tracks/03tqyYWC9Um2ZqU0ZN849H,https://api.spotify.com/v1/audio-analysis/03tqyYWC9Um2ZqU0ZN849H,263773,4
Devil In A New Dress,Kanye West,11/22/2010,80,1UGD3lW3tDmgZfAVDh6w7r,"['chicago rap', 'hip hop', 'rap']",0.435,0.76,0.206,0.0721,0.0175,0,0.158,-4.935,0,8,80.082,audio_features,spotify:track:1UGD3lW3tDmgZfAVDh6w7r,https://api.spotify.com/v1/tracks/1UGD3lW3tDmgZfAVDh6w7r,https://api.spotify.com/v1/audio-analysis/1UGD3lW3tDmgZfAVDh6w7r,351947,4
Super Bass,Nicki Minaj,11/22/2010,81,3hlksXnvbKogFdPbpO9vel,"['hip pop', 'pop', 'queens hip hop', 'rap']",0.723,0.86,0.667,0.203,0.271,4.56E-06,0.598,-4.357,1,11,126.979,audio_features,spotify:track:3hlksXnvbKogFdPbpO9vel,https://api.spotify.com/v1/tracks/3hlksXnvbKogFdPbpO9vel,https://api.spotify.com/v1/audio-analysis/3hlksXnvbKogFdPbpO9vel,200013,4
Grenade,Bruno Mars,10/5/2010,79,2tJulUYLDKOg9XrtVkMgcJ,"['dance pop', 'pop']",0.704,0.558,0.245,0.0542,0.148,0,0.107,-7.273,0,2,110.444,audio_features,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/tracks/2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/audio-analysis/2tJulUYLDKOg9XrtVkMgcJ,222091,4
"Hey, Soul Sister",Train,12/1/2010,84,4HlFJV71xXKIGcU3kRyttv,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0.673,0.886,0.795,0.0431,0.185,0,0.0826,-4.44,0,1,97.012,audio_features,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
Talking to the Moon,Bruno Mars,10/5/2010,82,161DnLWsx1i3u1JT05lzqU,"['dance pop', 'pop']",0.498,0.59,0.0784,0.032,0.511,0,0.107,-4.721,0,1,145.867,audio_features,spotify:track:161DnLWsx1i3u1JT05lzqU,https://api.spotify.com/v1/tracks/161DnLWsx1i3u1JT05lzqU,https://api.spotify.com/v1/audio-analysis/161DnLWsx1i3u1JT05lzqU,217867,4
Je te laisserai des mots,Patrick Watson,9/10/2010,85,0V5cvmTKsYmF5FmGGEAfmS,"['indie folk', 'indie quebecois']",0.303,0.187,0.213,0.0356,0.989,0.489,0.101,-16.757,1,2,132.731,audio_features,spotify:track:0V5cvmTKsYmF5FmGGEAfmS,https://api.spotify.com/v1/tracks/0V5cvmTKsYmF5FmGGEAfmS,https://api.spotify.com/v1/audio-analysis/0V5cvmTKsYmF5FmGGEAfmS,160853,4
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,9/20/2010,76,60IGhnH20N82dNxKnc8jDd,"['contemporary country', 'country', 'country road', 'modern country rock']",0.715,0.584,0.609,0.0296,0.432,1.41E-06,0.095,-8.231,1,8,90.99,audio_features,spotify:track:60IGhnH20N82dNxKnc8jDd,https://api.spotify.com/v1/tracks/60IGhnH20N82dNxKnc8jDd,https://api.spotify.com/v1/audio-analysis/60IGhnH20N82dNxKnc8jDd,203173,4
Runaway,Kanye West,11/22/2010,80,3DK6m7It6Pw857FcQftMds,"['chicago rap', 'hip hop', 'rap']",0.374,0.568,0.111,0.109,0.219,0.00219,0.513,-3.825,0,1,84.733,audio_features,spotify:track:3DK6m7It6Pw857FcQftMds,https://api.spotify.com/v1/tracks/3DK6m7It6Pw857FcQftMds,https://api.spotify.com/v1/audio-analysis/3DK6m7It6Pw857FcQftMds,547733,4
Last Friday Night (T.G.I.F.),Katy Perry,1/1/2010,76,3avYqdwHKEq8beXbeWCKqJ,['pop'],0.652,0.812,0.72,0.0409,0.00125,3.01E-05,0.667,-3.797,0,3,126.023,audio_features,spotify:track:3avYqdwHKEq8beXbeWCKqJ,https://api.spotify.com/v1/tracks/3avYqdwHKEq8beXbeWCKqJ,https://api.spotify.com/v1/audio-analysis/3avYqdwHKEq8beXbeWCKqJ,230733,4
TiK ToK,Kesha,1/1/2010,83,0HPD5WQqrq7wPWR7P7Dw1i,"['dance pop', 'pop']",0.755,0.837,0.714,0.142,0.0991,0,0.289,-2.718,0,2,120.028,audio_features,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/audio-analysis/0HPD5WQqrq7wPWR7P7Dw1i,199693,4
I Can't Handle Change,Roar,3/14/2010,80,0I1eFRytp4XRhLCjT6tZm7,"['pov: indie', 'weirdcore']",0.247,0.438,0.39,0.0358,0.0447,0.000867,0.111,-8.478,1,5,185.711,audio_features,spotify:track:0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/tracks/0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/audio-analysis/0I1eFRytp4XRhLCjT6tZm7,198213,3
Only Girl (In The World),Rihanna,1/1/2010,83,2ENexcMEMsYk0rVJigVD3i,"['barbadian pop', 'pop', 'urban contemporary']",0.789,0.706,0.638,0.0429,0.112,1.71E-05,0.0586,-4.233,0,11,125.911,audio_features,spotify:track:2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/tracks/2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/audio-analysis/2ENexcMEMsYk0rVJigVD3i,235493,4
Dirt Road Anthem,Jason Aldean,11/2/2010,75,2qYsSHsYkihWx043HVJQRV,"['contemporary country', 'country', 'country road', 'modern country rock']",0.68,0.741,0.635,0.0357,0.347,1.87E-06,0.117,-5.055,1,2,127.024,audio_features,spotify:track:2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/tracks/2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/audio-analysis/2qYsSHsYkihWx043HVJQRV,229400,4
All Of The Lights,Kanye West,11/22/2010,79,22L7bfCiAkJo5xGSQgmiIO,"['chicago rap', 'hip hop', 'rap']",0.531,0.803,0.221,0.0717,0.0796,1.71E-05,0.176,-3.284,1,1,142.113,audio_features,spotify:track:22L7bfCiAkJo5xGSQgmiIO,https://api.spotify.com/v1/tracks/22L7bfCiAkJo5xGSQgmiIO,https://api.spotify.com/v1/audio-analysis/22L7bfCiAkJo5xGSQgmiIO,299613,4
Love The Way You Lie,Eminem,6/18/2010,84,15JINEqzVMv3SvJTAXAKED,"['detroit hip hop', 'hip hop', 'rap']",0.749,0.925,0.641,0.227,0.241,0,0.52,-5.034,1,10,86.989,audio_features,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4
Where'd All the Time Go?,Dr. Dog,11/2/2010,79,0UV5zxRMz6AO4ZwUOZNIKI,"['chamber pop', 'indie rock', 'modern folk rock', 'philly indie', 'pov: indie', 'seattle indie', 'stomp and holler']",0.454,0.82,0.575,0.0567,0.132,0.000969,0.115,-4.193,1,2,166.303,audio_features,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/tracks/0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/audio-analysis/0UV5zxRMz6AO4ZwUOZNIKI,234800,4
Teenage Dream,Katy Perry,1/1/2010,74,5jzKL4BDMClWqRguW5qZvh,['pop'],0.719,0.798,0.591,0.0361,0.0162,2.34E-06,0.134,-4.582,1,10,120.011,audio_features,spotify:track:5jzKL4BDMClWqRguW5qZvh,https://api.spotify.com/v1/tracks/5jzKL4BDMClWqRguW5qZvh,https://api.spotify.com/v1/audio-analysis/5jzKL4BDMClWqRguW5qZvh,227741,4
